geneIDs	disper	pval	padj	TEB	TEA	log2FC_TE(A vs B)	
ZBTB41	0.14639392396913467	3.1476776868322176e-06	0.0012346560194816645	0.014247541209179539	0.15160532194685827	3.4115355280961612
RB1CC1	0.0794741220245651	3.7071832545976235e-06	0.0013574645883120896	0.05252140516957829	0.2523600241146648	2.264505973712618
RSC1A1	0.11205789979631663	3.650007807665112e-06	0.0013574645883120896	0.06584950810863051	0.480127191204813	2.8661720741436563
NPHP3	0.08493173922168808	4.1239109509483285e-06	0.0014284335877663183	0.15878242763592892	0.9345736893869115	2.5572571632129706
ANKRD36B	0.10336781308885964	4.015253742384317e-06	0.0014284335877663183	0.07385280618086182	0.4771139734594925	2.6916092946782597
RNF219	0.03603920290870501	4.755441834536356e-06	0.0016038353303004722	0.14820953933748152	0.432927713736105	1.5464878491428555
ATAD2B	0.03326995757623064	4.9564472572871665e-06	0.0016287648217792904	0.08178231363139354	0.22688586807421912	1.4721059688205758
BDP1	0.10225124286899753	5.467456700825046e-06	0.001747074158862885	0.04280202033928834	0.24448316827716876	2.513984343228135
PIK3C2A	0.07400884074427878	5.589110526948993e-06	0.001747074158862885	0.0713541871001395	0.3147172963950031	2.1409864738116493
APC	0.08661492883936801	6.136122086553009e-06	0.0018723938252681752	0.08783061662592595	0.4338534130200527	2.3044118410159546
NEMF	0.05100874170647249	6.478593631564777e-06	0.0019309222321426556	0.14360261874797756	0.48015001950711833	1.7414031777228796
FAM208B	0.07220697989394433	7.71509197261544e-06	0.0022471958800236243	0.07628198208864131	0.3189961767269537	2.064124897108955
RFX7	0.05107590120633185	8.08474085955968e-06	0.002302534196802597	0.06143412696419632	0.20886802660018536	1.7654794546779202
SLTM	0.031064346578442984	8.31568729553478e-06	0.0023168227908602983	0.07566302474752228	0.19114205593360412	1.3369848848447878
FAM179B	0.09262645232171972	9.709168069083063e-06	0.002501581357518603	0.05864214677285439	0.30327485422547434	2.370616059339144
KIAA2018	0.10267971562712062	9.433149359638904e-06	0.002501581357518603	0.029927279171423956	0.17236964607375094	2.5259727135071626
HECTD1	0.02594660239496895	9.573077255131679e-06	0.002501581357518603	0.1354707097764637	0.3130599689328366	1.2084580833246719
ICE1	0.053633993080752874	9.759602674463963e-06	0.002501581357518603	0.07056295307486546	0.23917802081539594	1.761101975275269
DHX8	0.016270987212476027	1.0191005631043915e-05	0.0025116909262972846	0.3709007592706251	0.18886861287208934	-0.973650253793992
NKTR	0.09661209502379725	1.0036020672066215e-05	0.0025116909262972846	0.05399088067328704	0.27938832668933056	2.3714840891599143
RC3H2	0.0695237983131508	1.1015644377221356e-05	0.0026637075158201682	0.04763169047060707	0.19579462330044053	2.0393474911254224
RSF1	0.05273693335082901	1.3138250445354771e-05	0.0031181447723641993	0.13276722010195358	0.4355523527612293	1.713947146283882
SLMAP	0.03203771981923087	1.4188863940556296e-05	0.0032878031604059044	0.04661730075211962	0.12266967753465133	1.3958412995793616
ARID2	0.019743336558909478	1.4366181100400333e-05	0.0032878031604059044	0.1463956249654234	0.30614167525977354	1.064327013909849
ETAA1	0.07231546283678851	1.5181669934305475e-05	0.0034134786294396312	0.04358744974807642	0.19355287611051916	2.150743044768577
STAG2	0.04277335242844456	1.6283899397784296e-05	0.0035689103599635666	0.11719226031029745	0.3335741186193572	1.5091300636892213
RNPC3	0.05943656688172987	1.6574950004177857e-05	0.0035689103599635666	0.08698208647187843	0.3262055790309345	1.906991235599241
UHRF1BP1L	0.09823041140293381	1.698685486561935e-05	0.0035689103599635666	0.06826534979790026	0.34251486257838115	2.3269412069250257
LCOR	0.08409210710515083	1.6950283759364915e-05	0.0035689103599635666	0.017810252793006076	0.08428592904048107	2.242583809462185
RASA2	0.0676721809121154	1.7405872892339858e-05	0.003597962370777865	0.06498589888866653	0.2481602304242804	1.9330733202869559
LTN1	0.05994507491254802	1.795219431188766e-05	0.0036519892428754325	0.11745478904365596	0.41013142695428184	1.8039807583518102
BBX	0.03227714570211882	1.8554034191375912e-05	0.0037154453468230264	0.0719927248513358	0.1806660199125172	1.3274021572481827
CCNJ	0.10841493958789557	1.9576789795916483e-05	0.0038014566367343284	0.015744279886519524	0.11035439166873194	2.8092443663599904
EVI5	0.07118519822763793	1.945118300439308e-05	0.0038014566367343284	0.057713734460442825	0.2422637128309206	2.0695917376319595
ZNF518A	0.12510835817800678	2.0303689123313262e-05	0.0038837623851400416	0.04266139561097566	0.2641096650614454	2.630134030304717
CEBPZ	0.045815577947025926	2.146094405752752e-05	0.004044756750606952	0.15914119684467815	0.4681950970139285	1.5568024723340488
RANBP6	0.08365627819442809	2.3989817458658358e-05	0.00445584783406037	0.03471262598815091	0.1533226233080137	2.1430381742056808
C8orf44	0.08996430189918075	2.5811705915979033e-05	0.004725754614559818	0.04760486590000845	0.42238523371576187	3.1493784496899764
GSTM5	0.25915026161348975	2.6252645137225805e-05	0.004738787325051915	8.564166680466556	0.4194267330698409	-4.351822151745713
RBBP6	0.04745719237842853	2.7668765526955852e-05	0.004925040263798142	0.12457745314518034	0.3669282980534283	1.5584551881960553
ZNF23	0.11184656130996623	2.8221935962080558e-05	0.004954689469726362	0.018627995345833075	0.12544040460072528	2.7514577859730367
TRIM33	0.03009807856080362	2.8716145393348214e-05	0.004973325937312847	0.12183697852967702	0.28812547922729825	1.2417451755478786
MBTD1	0.05363119050181111	3.02194533998712e-05	0.00516390019696999	0.024758765450574195	0.08747175405707554	1.820877845191462
CAPRIN2	0.06162237087301948	3.1602989101542356e-05	0.005260050757472296	0.029812048681605707	0.11952336721728518	2.0033252717407195
ATR	0.056189401641997455	3.1430473596105735e-05	0.005260050757472296	0.13949826855664432	0.4510399907570449	1.6930081379270767
ZNF83	0.10313196993062332	3.5543319633069004e-05	0.005632206981859116	0.01635527854490165	0.09442802087276964	2.529458703051087
ARHGAP5	0.09097904951945364	3.559681378983992e-05	0.005632206981859116	0.05410753423178109	0.23987937118857747	2.1484076941160706
CDK5RAP1	0.022677490174575477	3.513660063902968e-05	0.005632206981859116	0.31638015688169685	0.1462889044706932	-1.112838767951814
PPIP5K2	0.09265334143357964	3.449963233193021e-05	0.005632206981859116	0.0612996318734192	0.27794001303619886	2.1808232288323914
ARFGAP2	0.036578824653046356	3.650058062354411e-05	0.005636041461100498	0.24940087206116862	0.09842691025678314	-1.3413417973310517
HECTD2	0.07832140690304996	3.634931848406353e-05	0.005636041461100498	0.02859231072645288	0.13812288504911735	2.2722532508343463
CNTRL	0.07730767995608173	3.7942142697366954e-05	0.005720782362464176	0.0928988544740672	0.3609623486874988	1.9581156480082644
PPP4R3B	0.04937173328240539	3.777686641903699e-05	0.005720782362464176	0.06439126964721467	0.19006504487642778	1.5615562263690506
COX5B	0.03074527424336502	3.84715821307724e-05	0.005733160425441617	0.40488182323963373	0.17237988099694496	-1.2319094733970075
ANKIB1	0.06127494057591009	3.9529274351690624e-05	0.005823071035531805	0.04744318221592855	0.1604540582485453	1.7578875931925029
NXPE3	0.058200596245017014	4.132376334287091e-05	0.006018242625025381	0.01623263549952483	0.0606171331464169	1.9008283701775701
CARF	0.26136521586747585	4.369829417327775e-05	0.006292554360951996	0.006727429156668622	0.12721665184618688	4.2410884186961315
CSAD	0.03443773585705439	4.5619373977845434e-05	0.00649619885444519	0.054247916101527446	0.16445600156452916	1.6000620344918368
GPBP1	0.034994614315693215	5.1130803991994433e-05	0.0072010152083670405	0.053150146811252304	0.13040248173259286	1.2948257443503954
ETNK1	0.020300399105198826	5.3731909710585946e-05	0.0074850886396833636	0.12662974205962538	0.2501930183185683	0.9824252349865281
U2SURP	0.04714321887991886	5.4631027485707584e-05	0.007528508045772348	0.11278565067718158	0.3155136893616973	1.484119071168393
PNN	0.03535226074183264	5.5484355193535784e-05	0.007564760597450581	0.0735093338097693	0.18025084764163926	1.2940066917000235
ERBB2IP	0.054580439786535116	5.698441342638638e-05	0.007687497289184925	0.10774375878935512	0.32698261921779714	1.6016096496432912
EPC2	0.030023922773742804	5.8969360593019715e-05	0.007872409639168132	0.0839041233682098	0.19560901863082678	1.2211592707970946
BRWD1	0.06279866136957286	6.043740352656979e-05	0.007985214057696066	0.04267247061469967	0.14374368068427992	1.752120987119374
BIRC3	0.2466216853272637	6.45893590001112e-05	0.008345263040441501	0.008567796590900116	0.09546631207792902	3.4779955937939944
SHPRH	0.04372743885601083	6.444530658522574e-05	0.008345263040441501	0.16396089205983808	0.4497432177711294	1.4557497811167788
VPS54	0.06274348985230925	6.511597253777701e-05	0.008345263040441501	0.02467246483697785	0.08781841034861965	1.8316215682021602
PHIP	0.08781270785131377	6.884772921567084e-05	0.008650514682627819	0.09779134360976889	0.39290599364692014	2.006405505740263
SNX12	0.0352209100337466	6.831977366306141e-05	0.008650514682627819	0.17832835774653347	0.0719119973697712	-1.310231751823395
ESCO1	0.1349104850723685	7.224329242827565e-05	0.008989029473405638	0.0231967349201812	0.13942236024627058	2.5874682992055456
KIAA1109	0.0874061915419748	7.50229783277323e-05	0.00924513932930978	0.09153088821968512	0.3667184358867277	2.002342210100393
RFC1	0.04444030186029538	7.704646345962907e-05	0.009404071197129583	0.09968411396095697	0.267797044197974	1.425704522353457
PTPN4	0.10861775965942114	7.892798802455747e-05	0.009542840514365365	0.02964828691987487	0.1575593278712355	2.4098745144475715
ATP11B	0.08183121972725814	8.805698277913887e-05	0.010543554806851319	0.059804955022887525	0.22631101131468231	1.9199698554400335
ZBED6	0.06433432548440368	8.885018095661223e-05	0.010543554806851319	0.08754984134058837	0.2917673103457827	1.7366417832407648
ROCK1	0.09236872800966298	8.977911433982744e-05	0.010556047058525031	0.08043144209957787	0.32794755927047703	2.027633645666319
ENSA	0.02551686476514872	9.264063349767593e-05	0.010793475990056497	0.14321585050662003	0.06847729463022113	-1.064493562004019
TLK1	0.07808179515423334	9.388249325981146e-05	0.010839621924484177	0.04242090582204356	0.15464563446401583	1.8661187752854627
FBXW7	0.1513001164951974	9.808535321276235e-05	0.011223766846203234	0.01663102807417645	0.1046583006300954	2.6537374797142905
AGAP6	0.07383784830091354	0.00011031365649250002	0.01247014674979576	0.046401449622799684	0.2053310980062649	2.14571036220139
HSBP1	0.034525973369052304	0.00011092359000286489	0.01247014674979576	0.2741012417467297	0.11471115019197159	-1.2567032324450818
MRPL15	0.009090957737471119	0.00011228419593078964	0.012513341348252176	0.26671569031081216	0.1634274927859448	-0.7066519950305112
TAOK1	0.0676107835392889	0.0001178315147716269	0.013018350804423883	0.031658588279119756	0.10512792127017934	1.7314770609969168
NDUFA8	0.021540011849010356	0.00012034690932849479	0.013034730783681907	0.39114776845089194	0.19295885221049436	-1.0194205035263941
SETD2	0.053073948814650385	0.0001275625688399451	0.013034730783681907	0.11197446322987063	0.31621550564927625	1.4977383616954116
RPN2	0.014033692444749666	0.00012810403873608767	0.013034730783681907	0.45053365921520583	0.2648485354156033	-0.7664673626107616
MCF2	0.5611777032439675	0.00012815044309799628	0.013034730783681907	0.014874479711651567	0.36013324930195445	4.59761969152038
TACO1	0.025853304138912497	0.00012277338179633723	0.013034730783681907	0.3801247521351801	0.17494769624337062	-1.1195493036096482
CCSER2	0.1035366078525999	0.0001241101203414141	0.013034730783681907	0.0353901326007707	0.157941915488449	2.1579750198860257
FAM208A	0.06621311770786106	0.00012332975790652068	0.013034730783681907	0.0932509193429907	0.29868251353958347	1.679422923287032
ZNF37A	0.10447016543929642	0.00012171334276145362	0.013034730783681907	0.013131565990157194	0.06434947754510138	2.292889461751674
USP45	0.07469454056012945	0.0001280527948084309	0.013034730783681907	0.037895220874184635	0.1376675811805591	1.861101044017742
AGTPBP1	0.0812661835802221	0.0001209258517952394	0.013034730783681907	0.0660094940733934	0.24412237386682006	1.8868590787234196
PHF3	0.09312752617209612	0.0001337933643759115	0.013484391229243359	0.1496897981237056	0.5920019185532582	1.98362595123066
CBWD6	0.1482341423053112	0.00013467556783264278	0.013484391229243359	0.10791972774517103	0.7516045466862024	2.800015180248719
R3HDM1	0.03664003797586907	0.00013897970609966226	0.013807472196692027	0.08115063755847515	0.19531008637198463	1.26709212161341
AP3S2	0.22013268477571937	0.00014773835015502446	0.014564728427590719	3.7601160016214505	0.25546189261594276	-3.8795971657634016
ARID4A	0.07289747699990265	0.00014928096923338963	0.01460446489843604	0.09068653563471443	0.30712054981154835	1.7598447753525583
PURB	0.023281552859259445	0.00015329344140968537	0.014619935347049189	0.019232200425729613	0.04132545333868019	1.1035068098272571
PTEN	0.0740063534094365	0.00015389641397645093	0.014619935347049189	0.03348922148393263	0.11580589704452464	1.7899399762692205
TRAK2	0.06234337862606638	0.00015400212795346757	0.014619935347049189	0.030043426081560905	0.0972456101046068	1.6945837811451323
PDS5B	0.04686240166984177	0.0001506841216365462	0.014619935347049189	0.16494434896128327	0.4342525020383461	1.3965548097335745
UBN2	0.06198973240417588	0.00015982479889675716	0.015061136931329704	0.040124940419101585	0.12804465091603268	1.6740758302846688
PABPC1	0.16428271155827953	0.00016846899528755177	0.015533083766944341	0.025029645641165832	0.15345559593804348	2.6161114850934015
TOPBP1	0.06225911423489031	0.00016811578773290314	0.015533083766944341	0.08064538634316923	0.24433965604334554	1.5992241248965615
KTN1	0.11291764895817227	0.0001681294338474748	0.015533083766944341	0.05998670038020893	0.26733939161308873	2.155957847663448
ZNF638	0.05908439828578454	0.00017293327616030307	0.01571853097354925	0.10524266946766557	0.30826813860264995	1.5504660379280997
MYSM1	0.059925083469406025	0.00017243078158113434	0.01571853097354925	0.047557480252840005	0.14508621071689545	1.6091662256722343
ARF3	0.03516774180253061	0.00017551228734125068	0.01584060193355964	0.12936790186965058	0.05641758395020159	-1.1972629175070608
USP16	0.06893309365142113	0.00018155009014486634	0.01627095073633991	0.06973372829111676	0.2251256698325582	1.6908020466712057
C6orf48	0.30773112661156793	0.00018367827818677185	0.016347366758622695	0.0016344176942467321	0.023484507882556738	3.8448607292301675
RHOQ	0.10503233784034056	0.00018533116865981913	0.016380719017546497	0.023649984177568764	0.10489686107880941	2.149060384047788
SENP6	0.06972500784539629	0.00019021003800701042	0.016510996996820376	0.08021487903241725	0.2566740350954541	1.6779955899583825
RABEP1	0.08171606614491798	0.0001906700651942428	0.016510996996820376	0.05437076860563577	0.192021851513621	1.820367366805855
GANAB	0.026459229697177702	0.00018987019731986354	0.016510996996820376	0.4158730959713294	0.204675225285077	-1.0228068726027684
CHD9	0.17770648075592627	0.00019530466695416582	0.016798822897212008	0.07072771565712936	0.46633266072734003	2.721011904396856
CHD1	0.08593194597381554	0.00020258612364787432	0.01730895840447438	0.12402524702905092	0.4480162378094364	1.852917191234386
HNRNPF	0.02075046646338819	0.0002070864280165896	0.017576289148745778	0.24977647356847463	0.13395982433865297	-0.8988372066287083
POLR2D	0.04167094260316637	0.00021351768048372133	0.01787937525042598	0.07505322476520666	0.028984329227731087	-1.3726409622499616
ZNF146	0.05672095769363731	0.00021345996850996585	0.01787937525042598	0.030574908510557892	0.08774348883092532	1.5209438897396552
CHCHD2	0.03222474705038542	0.00021531229435622912	0.01787937525042598	0.21776832581730657	0.1001585629036735	-1.120508363342581
ATP11C	0.06251623031354392	0.00021623776247003956	0.01787937525042598	0.08810318415192468	0.26891314413565265	1.6098742081665218
SMCHD1	0.07224090293113973	0.0002237361238254243	0.01823435516859121	0.11904902914371478	0.38150847719144587	1.6801592590367673
ZC3H11A	0.06641310180256252	0.00022210175469294935	0.01823435516859121	0.04871514621546087	0.15007794056618723	1.6232696347338642
ZNF594	0.11595444285206936	0.00022479932245922374	0.01823435516859121	0.023511918517331722	0.133921628979834	2.5099248121546087
IL6ST	0.11827563696108909	0.00023521016723060395	0.01884033439517138	0.053186526954344546	0.2502515006690474	2.234245982317897
SOS2	0.0799667817255564	0.00023417964922600731	0.01884033439517138	0.05729701213723948	0.19795779635897512	1.7886610735570292
AAR2	0.039113032626995066	0.00024019127151986286	0.019119821961481754	0.1981096781649688	0.0825482862745922	-1.26298919148396
EHBP1	0.04599276255684521	0.0002495153976511677	0.0197394403475146	0.1459745728592686	0.38618260338889543	1.403566086137854
MPV17	0.03587753694622736	0.0002534309948379887	0.019804705060022337	0.43674069846140906	0.18996265169413104	-1.201061177423537
ANKRD17	0.02001931414745548	0.0002529845411333165	0.019804705060022337	0.11882276860691225	0.21904939378419283	0.8824449127523981
FRS2	0.09887942129662664	0.0002617141833144432	0.020328054383987295	0.021071633851201046	0.09319402431347176	2.1449352688107037
CFAP44	0.2147181501750205	0.0002691025337498987	0.0207760124851729	0.017451666754542666	0.17142225574810152	3.2961176912244707
UBTF	0.025568680874477792	0.00027560356695610633	0.02090020895922757	0.23627858398656149	0.11936139365732187	-0.985152585417763
ZNF658	0.17121051981715021	0.0002739811866211417	0.02090020895922757	0.03283878608930081	0.38483285518844246	3.5507592718732095
TMEM199	0.01748994975589289	0.00027503492687175335	0.02090020895922757	0.20517560882181604	0.10923488458866622	-0.9094255740833979
SUCO	0.09734287937156262	0.0002806866797017138	0.021160473453277436	0.05172005036361298	0.20133359762390765	1.9607923575362927
FKTN	0.07234378121414624	0.00028276386965142564	0.0211924079149279	0.022259207411812875	0.08133820450345405	1.8695309211898987
YOD1	0.13255834326561736	0.0002900758325475872	0.02161402249959231	0.01865798234480661	0.10407575277090522	2.479769105238209
RBM25	0.033910393528516415	0.00029335105176508947	0.02173171722208894	0.1086324446858108	0.2380656380490205	1.1319043500137562
SUFU	0.04681798016931334	0.00029716498502319055	0.02176266541746977	0.26995593005734264	0.10201172984091447	-1.4039888581346005
ZBTB1	0.06559850501787856	0.00029571709751308184	0.02176266541746977	0.04268760364911729	0.12796666946091975	1.5838790094607162
ABCA5	0.12126243953924427	0.0002994849562679702	0.021807949997331287	0.04681706080223875	0.21544248339350067	2.202196495601547
BRCC3	0.05562301768535843	0.00030665155115594533	0.0222036512972576	0.133759005750608	0.37651904177565765	1.493086799640666
RPP25L	0.03760822253910904	0.00031000822926163796	0.02229856044867486	0.3316357182846531	0.1339065689514994	-1.3083726627419376
KANSL1L	0.058823139421739175	0.0003114421286136704	0.02229856044867486	0.09334052631044852	0.3116948747227097	1.7395589253340862
MATR3	0.04110050751310183	0.0003208420325474526	0.022843952717378626	0.09395549017716534	0.21989083526240338	1.2267381045788102
TTC4	0.06809225906549542	0.00033852658671496005	0.02341216361952679	10.521284935933133	2.990576146565106	-1.81481555047897
REV3L	0.2016588885340417	0.0003397832735043682	0.02341216361952679	0.04078586406563889	0.2834156967945797	2.7967785415781408
PCNXL4	0.11855091426614058	0.0003374452209927714	0.02341216361952679	0.030874365714406354	0.13881513833872863	2.1686835048191826
LEPR	0.15303572336370003	0.00033715955441493417	0.02341216361952679	0.04074505437448969	0.24394911409893302	2.58188338304278
SLC25A37	0.05927499798630352	0.0003372504617104033	0.02341216361952679	0.06890105486177561	0.2095809009028559	1.6049092745454385
MAP3K2	0.08611400095109896	0.0003337663843097083	0.02341216361952679	0.04518656213015626	0.15818489318213919	1.807646123923198
FAM13B	0.125635188096655	0.0003462123336105405	0.023601368444429185	0.015502000924160481	0.07287275621171292	2.2329251140050395
USPL1	0.06538536699867456	0.00034598053233925175	0.023601368444429185	0.06123738174082925	0.1875254952208379	1.6146022464768195
RICTOR	0.10550553357139245	0.0003488799564759226	0.023657383715319707	0.11652827409399932	0.46481328269820443	1.9959712475491114
CCNL1	0.05819665601427952	0.0003507497231779455	0.023658991853939736	0.07816081202478666	0.21802544734569126	1.4799791714480528
ZNF148	0.08930423664005936	0.00035942526727150703	0.024117247253149916	0.06295942932566277	0.22299256423566116	1.8245012345827871
TOPORS	0.054013880889309494	0.0003688622926546481	0.02462155803469776	0.1350231015017118	0.36342767390414926	1.428462017207997
THOC2	0.061882350130574935	0.000384236950590644	0.02495544989203389	0.12977814523726658	0.36731226368150394	1.5009596124461537
CAPZB	0.04770351489029396	0.0003761393874064378	0.02495544989203389	0.3396173281649809	0.13721946431671475	-1.3074249313069155
ZNF431	0.041940058761970885	0.0003855476809162539	0.02495544989203389	0.056442705869478575	0.15190787471932396	1.4283376016699911
CIR1	0.050426190438893195	0.00038014117813800485	0.02495544989203389	0.09584112966581622	0.25198315844803876	1.3946104947680336
CIDEB	0.23573697522415854	0.0003789283378328179	0.02495544989203389	0.30437568279566235	2.893425896870341	3.2488536872583724
DNAJB14	0.08512389860359788	0.0003840763856869378	0.02495544989203389	0.06931537015773827	0.24029985294515416	1.793588565956025
RBM27	0.037741456627557374	0.0003899729187187839	0.025115039830652938	0.1569271159505945	0.3529783333404017	1.1694849682707815
PBRM1	0.020644077141696346	0.00039237746474751756	0.025143547941020927	0.168868907585582	0.3085417932910123	0.8695622004937924
MRPS18A	0.014747926842068515	0.00040157648243754895	0.02560499601452551	0.33841231170912495	0.19485634996612913	-0.7963711090802663
CEP162	0.1358565168102546	0.00040446858964138244	0.025661729924970084	0.10083283041623346	0.49991523289381756	2.309718041933339
SMURF2	0.06037290128030047	0.0004073313944641388	0.025690268540246707	0.045759350772794576	0.13881978729780223	1.6010747349278853
RC3H1	0.0935571033233565	0.0004089274954908184	0.025690268540246707	0.0741780721426015	0.26836504348744317	1.8551320837863072
TNFSF12	0.17363110043124394	0.0004296594573884871	0.026730658281023546	0.012271021497356906	0.11067672832671188	3.173024646912294
DNAJC10	0.04546182849790168	0.00042841457509812386	0.026730658281023546	0.07050852020064456	0.1715901080690362	1.2830968784474868
EDEM3	0.09332542813660054	0.0004395454615969685	0.027213597274525353	0.043135891606881215	0.1574601856073172	1.8680264024216986
JMJD1C	0.13735524707833424	0.0004482293913899982	0.027497866597932453	0.1302830432140858	0.6074130653840794	2.221028616635115
TM9SF4	0.020882512707911575	0.0004484280679594166	0.027497866597932453	0.4124050083820423	0.22519815983514566	-0.8728668146231586
STIP1	0.022292929610188722	0.0004587379577257744	0.02780686850862013	0.48028747545808403	0.2595452093214858	-0.8879123289015662
TTC14	0.11516863081227083	0.00046836217284962345	0.02780686850862013	0.04463578532135202	0.1862916695806221	2.0612904485917336
BTAF1	0.08197690468681217	0.0004653082810754938	0.02780686850862013	0.07657928711127845	0.248657580345779	1.699134277395769
PCED1A	0.0756875669290585	0.00046677603579936555	0.02780686850862013	0.06204844114359019	0.21038039970512473	1.7615334300182526
KAT6B	0.05065331104681172	0.0004685298531540427	0.02780686850862013	0.09612984078507868	0.24753531043830795	1.364578088127932
PAPOLA	0.04234776064757455	0.0004686550872239348	0.02780686850862013	0.039368317565237704	0.09250870419100808	1.2325540567723339
BCLAF1	0.04349130775913557	0.00046254689311231445	0.02780686850862013	0.1134644578075559	0.26654314184887645	1.2321286110027385
RNF6	0.06286957115123626	0.000476340279356946	0.02813261299649134	0.10245651485492004	0.28897194984372593	1.495917735619816
TTC37	0.1033677871220453	0.00047970570350153174	0.028201414202181793	0.09132047756938264	0.3444553039715155	1.9153064836151836
ZNF354A	0.10079762760460177	0.0004873613683807898	0.02839101498712819	0.07935469527871421	0.31744753937942793	2.0001307028089865
PEX1	0.04299945321157324	0.00048629511857223306	0.02839101498712819	0.0990817331463986	0.24248578838858562	1.2912091866144273
SLC35A4	0.08874080765842492	0.0004930503953047838	0.028592460933149814	0.014966474701999088	0.05504525309976946	1.8788837165302787
RAB11FIP2	0.11263067245996196	0.0005100343014599051	0.02944414237617182	0.018337208649343954	0.08478107570857171	2.2089682277035525
PRPF39	0.05260781123157181	0.0005184524120899203	0.029795901853562415	0.07108901894771194	0.18656461890076356	1.3919767813721409
PCF11	0.04867007224781908	0.0005210823437503675	0.02981335409600317	0.12183355224579345	0.2995254238847763	1.2977669672536896
ARID4B	0.07658680086190435	0.0005301708844628328	0.030198533579002953	0.11209832450335387	0.3459295683606999	1.625713618650524
