baseMean log2FoldChange lfcSE stat pvalue padj
ACP1 78.6504413538817 0.83868785287597 0.820887758469054 1.02168395645236 0.306930506854612 0.935643235079414
ACP2 123.454120191 -0.191238379016276 0.404227133213405 -0.47309634436468 0.636144444746674 0.989133059435958
ACP6 20.6314660693656 0.482063905970964 1.10240124712118 0.437285341639289 0.661904424574921 NA
ACRV1 67.0171818887944 0.341948281997732 1.37695272454772 0.248336980567034 0.803873688608511 0.989133059435958
ACSF2 27.9330307180826 -1.28275481333364 0.984230864834523 -1.30330683497647 0.192470028560266 NA
ACSF3 28.8632681950842 1.44663025559606 1.6197971717861 0.89309345688072 0.371807126666522 NA
ACSL1 78.1392259596028 0.857207257788651 0.705836705030083 1.21445548478825 0.224573838754783 0.910164124961529
ACSL3 442.374546106431 0.779060751907157 0.399792312546403 1.94866366225272 0.0513356040137491 0.710203636765427
ACSL4 308.713609002675 0.284827078755781 0.566135185835967 0.503107889920673 0.614888419825368 0.986891266028225
ACSL5 40.5556482227893 0.439928949584069 0.665561499501928 0.660989179682552 0.508619252702007 NA
ACSL6 45.7648908534629 2.87716198497968 1.25488049472993 2.29277767649014 0.0218608078644978 0.56646490174212
ACSM3 222.087868254251 -2.73392530153003 1.42212849122024 -1.92241792384331 0.0545531920295318 0.711557885232389
ACSS1 27.0128872521605 1.05678269403124 1.03994300454243 1.01619289654842 0.3095375383986 NA
ACSS2 78.4302741894379 -0.0735530623559067 0.516369924226584 -0.142442576348873 0.886730434164535 0.993257215560614
ACSS3 9.84802224902452 3.64001380084118 1.69537240292281 2.14702905070639 0.0317909689151801 NA
ACTA2 30.5152482716433 0.580273276871789 0.695402647817451 0.834442144695594 0.40403187661857 NA
ACTB 10699.5455650427 0.49223492495627 0.232708046882938 2.11524668592095 0.0344089278011764 0.654114991087623
ACTG1 6471.89655118249 0.490353264318467 0.280581677317925 1.74763109624885 0.080527927129595 0.763837107744624
ACTL10 25.7081575418208 0.0768937721181577 0.776169806782684 0.0990682340980146 0.921084093499789 NA
ACTL6A 481.0982864035 0.280469876487023 0.377598523060515 0.742772705289618 0.457619303152727 0.979531165002013
ACTN1 1302.23279239298 0.0567940691445098 0.247952799558173 0.229051937488551 0.818828548704373 0.989133059435958
ACTN4 2423.64890466137 -0.235416409930896 0.234188096424294 -1.00524498693724 0.314778897841356 0.941958773428228
ACTR10 126.164564721991 -0.917942888937007 0.551096112307065 -1.66566750960046 0.095779656692568 0.797427048325522
ACTR1A 405.076653217427 -0.278215679499542 0.296341981694465 -0.938833161298044 0.347816410163469 0.952294203125963
ACTR1B 70.5849300737072 -1.25992478186737 0.881148818347469 -1.42986605171901 0.152755467131249 0.864195670564973
ACTR2 1221.91072069635 0.00791234302192741 0.207962618810037 0.0380469483756353 0.969650249714764 0.994396100113815
ACTR3 671.864355160268 0.452380522875398 0.257425148957191 1.75732839121568 0.0788618512081547 0.759879575559106
ACTR3B 8.63138248935758 -2.63394741657981 1.49227419147706 -1.76505593383795 0.077554365650853 NA
ACTR5 28.3799124171214 0.77833496613932 1.33127409625603 0.584654180779338 0.55878026866634 NA
ACTR6 67.5078111486382 0.0302136878125816 0.632532301048718 0.0477662370166524 0.961902544784719 0.993322888964188
ACTR8 76.7996211370282 1.19483791941519 0.736170721736134 1.62304460655181 0.104579869682174 0.809494435093526
ACTRT3 13.6386538407725 -0.326218593531162 1.0710337339754 -0.30458293066113 0.760683822034479 NA
ACVR1 68.2365380416347 -0.980926510638888 0.700039901557716 -1.40124371261716 0.161141206741268 0.86879730809879
ACVR1B 30.1592785314641 0.50626534494468 0.727334094671682 0.696056115963061 0.48639368759205 NA
ACVR2A 123.05594663413 0.0950282372047611 0.550821607664354 0.172520895844498 0.863028035136987 0.990089405786702
ACVR2B 31.4238646127604 2.27826026206916 0.73358692830468 3.10564457212211 0.00189864781712481 NA
ACVRL1 8.4078823479319 -0.944394175858257 1.50597102711629 -0.62709983051044 0.53059379823318 NA
ACYP1 11.5556158638503 -0.797925304122882 1.2501568903676 -0.638260133804694 0.52330435850226 NA
ACYP2 105.339924092319 -0.139885332672718 0.487874999720932 -0.286723715608984 0.774323877245271 0.989133059435958
ADA 13.6467278373514 0.852667098352193 1.25696927356474 0.678351584469558 0.497548798967811 NA
ADAL 306.461470138413 -0.190203338511932 0.390847823489142 -0.486642951760525 0.626511379648734 0.989133059435958
ADAM10 192.678131646378 0.0835013136197283 0.528502234333754 0.157996141161054 0.87445983943235 0.990681544831187
ADAM12 55.6834534440848 0.833315011207823 0.706080029801331 1.18019909363857 0.237921039447623 0.910164124961529
ADAM15 68.8005699956838 -0.217651546201636 1.13756159483579 -0.19133165816226 0.848265759599546 0.989133059435958
ADAM17 169.54852365875 -0.241031681030813 0.528137018777527 -0.456380962631111 0.648116053021538 0.989133059435958
ADAM19 64.5780326165234 0.707559638517006 0.619722944247746 1.1417354240061 0.25356401152777 0.916605284770827
ADAM22 74.6848716353053 1.0901632560575 0.637473735638772 1.71013046516358 0.0872417503471383 0.779540261176355
ADAM9 292.7832080955 0.400352224320598 0.388558705783184 1.03035196062238 0.302844815519366 0.935643235079414
ADAMTS1 43.5335626598201 -0.414874190210149 0.882502153392652 -0.47011124971789 0.638275537209894 NA
ADAMTS12 14.781389560942 -1.77713176883498 1.70855285632756 -1.04013859580255 0.298275514522975 NA
ADAMTS16 22.9289650711758 1.6218492277743 0.993132486732243 1.63306431864973 0.102455470026079 NA
ADAMTS17 14.430310776593 2.63196176760359 1.99154934615595 1.32156492766988 0.186313068690709 NA
ADAMTS2 16.6050315271438 0.794273135605305 1.25776806610363 0.631494118041841 0.527717493965824 NA
ADAMTS4 185.557084079013 0.187256618228498 0.347348082408462 0.539103647643849 0.589815338832113 0.986537381166532
ADAMTS6 18.4803081911546 1.75983275276892 1.06043821055021 1.6595335166731 0.097008332601513 NA
ADAMTS7 12.2492007334614 -0.624860109588169 1.5485380479443 -0.403516148936525 0.686568557146398 NA
ADAMTSL1 108.139603623846 -0.313129833128888 0.906390363471766 -0.345469066914503 0.729741761436632 0.989133059435958
ADAMTSL4 52.2841633678624 -0.192644793648767 0.774282184001468 -0.248804373430348 0.803512107963483 0.989133059435958
ADAMTSL5 7.62400524810398 1.25167649824484 1.32873904743723 0.942003247860425 0.34619097707955 NA
ADAR 343.681487769768 0.221964626136592 0.339071022861203 0.654625760301115 0.512708734359426 0.985864691629559
ADARB1 30.6434307368378 0.23792735455791 0.888172056509057 0.267884305539942 0.788788374690114 NA
ADAT1 90.00581044336 -0.041834746705463 0.419424883191871 -0.0997431205966986 0.920548265930163 0.993322888964188
ADAT2 22.8709731460639 0.32736612255742 0.768546783762709 0.425954710206029 0.670140847806145 NA
ADCK2 20.3141405942591 -1.27687952599964 1.07176391032967 -1.19138134219025 0.233503914090176 NA
ADCK3 45.8492391722151 0.716487760043446 0.736907837968361 0.972289509117975 0.330906541441256 0.944528076423393
ADCK4 49.0771527154906 0.688986154353088 0.776481068956969 0.887318676395536 0.374907353196193 0.959002020924457
ADCK5 18.0717459026769 0.196732848255426 1.11274628274522 0.176799375838015 0.859665979340098 NA
ADCY1 39.8968772316528 1.30040133870637 1.67325114465803 0.777170446204681 0.437058216053008 NA
ADCY3 6408.03667555069 0.0807331580276024 0.369934326416353 0.218236460535266 0.82724487825491 0.989133059435958
ADCY6 50.3311877013082 -0.913508353894941 0.781397524015351 -1.16906993664469 0.242375455189667 0.912300706006947
ADCY7 860.525375256525 0.548761039987772 0.340328198168768 1.61244658227128 0.106864795150905 0.809494435093526
ADCY9 13.4208925269823 1.0523242422891 1.23940098878727 0.849058740318402 0.395848607498003 NA
ADD1 232.055412493033 0.325883245372277 0.376156913288266 0.866349211884715 0.386298686591586 0.96113678749681
ADD2 156.628790590811 0.0661563356533224 0.402137178398717 0.164511861143385 0.869328210117837 0.990577718865013
ADD3 41.2700470373959 -0.823849981039136 0.861887798603927 -0.95586685688508 0.339139505464515 NA
ADGRA2 151.853593001475 0.100798328532054 0.383640530018703 0.262741604822462 0.792749747022244 0.989133059435958
ADGRA3 63.9191846902083 0.395650803994805 0.580573753858433 0.681482415223476 0.495566289896271 0.983782739956162
ADGRB2 6.21422854708709 4.31976842732472 1.82655551985356 2.36498063178011 0.0180310138759047 NA
ADGRE1 17.535240493328 2.77067844791643 1.66407314218142 1.66499799659309 0.095913155518681 NA
ADGRE2 27.8027910321736 0.123315207812101 0.848418224603605 0.145347193443088 0.884436755329946 NA
ADGRE5 142.267224273068 -1.17025581181278 0.761029879270703 -1.53772649890467 0.124115501646751 0.825817118507501
ADGRF3 86.0987164084323 -0.687538249237265 0.709230289031951 -0.969414673724252 0.33233833393884 0.945397077990227
ADGRG1 258.910479132111 -0.980954438325498 0.529603022828704 -1.8522447872107 0.0639906801254444 0.732937837806245
ADGRL1 252.269747849035 0.578701931842203 0.342389882381992 1.69018409018455 0.0909927411667384 0.789518440545656
ADGRL2 22.4364047006477 -1.45957299258638 1.12119368051192 -1.30180272860614 0.192983830808417 NA
ADGRL4 48.7448191708646 1.15574625777829 1.7291022833812 0.668408265309941 0.503873020939084 0.985864691629559
ADH5 353.362766823131 0.74936775918915 0.381082962554246 1.96641632616278 0.0492505390674377 0.708604735732014
ADI1 112.716442906499 -0.333156947092315 0.532387571889312 -0.625778971342294 0.531459926602871 0.985864691629559
ADIPOR1 110.591463538727 0.0858478958047107 0.598212034555242 0.143507470337899 0.885889411840047 0.993142392842415
ADIPOR2 209.931751791841 0.0422926661627037 0.339956691122073 0.124406041319884 0.900993790228507 0.993322888964188
ADIRF 75.8890109666861 3.83700517400498 1.63401472164236 2.34820722431949 0.0188640229849371 0.560851358167956
ADK 128.696811608216 -0.808234630331671 1.0158008748017 -0.795662467301427 0.426228247728466 0.975272894487763
ADNP 199.570174439709 0.652111948925362 0.380461574303909 1.71400213048706 0.0865283345907232 0.777744952679789
ADNP2 62.1698045654141 0.206812780591659 0.906956304235856 0.228029486785371 0.81962331718446 0.989133059435958
ADO 58.3891356432143 -2.07004147393418 0.915805508021835 -2.26035053928156 0.0237995036305013 0.581677718797069
ADORA1 8.91828873814953 2.60231873981094 1.74609618201824 1.49036391386128 0.136128575505061 NA
ADORA2B 44.0300206321459 -0.662571892165466 0.850277200174054 -0.779242218925587 0.435837044537632 NA
ADPGK 60.8861127692515 0.833730052455597 1.06769562609636 0.780868659642102 0.434879746610356 0.977984379935783
ADPRHL2 36.3974306330488 -0.734161217843464 1.48054199300281 -0.49587328242845 0.619983817396014 NA
ADPRM 12.1866671893308 -0.363055611518499 1.30125676314596 -0.279003822920209 0.78024189095379 NA
ADRA1B 10.3531631708818 -1.92184587445077 1.71114140336804 -1.1231367966832 0.261379400410205 NA
ADRB2 4.82208885286789 -1.86165891270059 1.94337594946053 -0.957950988956806 0.338087473198731 NA
ADRBK1 53.1873433436226 0.829407362005271 0.748252314089134 1.10845946800035 0.267663434512209 0.922837707332827
ADRBK2 57.611940011453 -0.111504188674146 0.739111008651311 -0.150862573238643 0.880084124739742 0.991555952518632
ADRM1 323.652722849333 -0.250333052253501 0.457441479493618 -0.547246070755579 0.584209688643202 0.985864691629559
ADSL 101.499243396644 -2.12411190369465 1.2122066922166 -1.75226874866576 0.0797276070857091 0.7626072842653
ADSS 219.65540301631 -0.361563482777546 0.56830300703637 -0.636216029654769 0.524635626650107 0.985864691629559
AEBP2 66.4205790233511 -0.545622623112551 0.651256351874442 -0.837800079096569 0.402142994330008 0.970489580820066
AEN 67.4422094594562 -1.16395390600696 0.75973124710118 -1.53206006788338 0.125507612557055 0.825817118507501
AES 167.710842297563 0.174639124922366 0.498387682224236 0.350408188547068 0.726032381914821 0.989133059435958
AFAP1 62.6809823538315 1.07862361512899 0.764255599680065 1.41133884472751 0.158144725870875 0.867589470607105
AFAP1L1 29.892555740304 2.00482940072046 0.804595260211561 2.49172410013117 0.0127124743197221 NA
AFF1 44.2885723111288 0.611059091014171 0.905338538334011 0.674950932872725 0.499706939492161 NA
AFF2 18.7277581750934 0.376400924650047 1.11881597448122 0.336427914183635 0.736548202516602 NA
AFF3 94.3273860987439 -0.509383315768444 0.415848149760545 -1.22492625267603 0.220603007998678 0.910164124961529
AFF4 195.444030996364 -0.00950415910869347 0.453446864564298 -0.0209598077557019 0.983277717390825 0.996404708020196
AFG3L2 1385.02901159863 -0.484187807308822 0.374348143329678 -1.2934158107535 0.195867284679485 0.900190158935378
AFMID 53.2774130694415 0.0908935624918048 0.782936608911276 0.116093131241108 0.907578732481573 0.993322888964188
AFTPH 56.8995033985208 -0.497060876754119 0.621505375968651 -0.799769231246668 0.423844513025167 0.975272894487763
AGA 33.3217868574579 1.29123070570405 1.23244223856231 1.04770078897192 0.294776483956709 NA
AGAP1 39.3440678894509 -0.11233076257724 0.677041305003322 -0.165914194225844 0.86822447693941 NA
AGAP2 5350.61037959416 -0.912960566837634 0.293961132077899 -3.10571863832563 0.00189817235170891 0.23345155273199
AGAP3 38.4561678506388 -0.413861502242265 0.701094231130639 -0.590307955572305 0.554984206720062 NA
AGBL5 10285.7705867214 0.0187247284620675 0.397315637720124 0.047128093345416 0.962411136956772 0.993322888964188
AGER 85.9368558893079 -1.99339756919122 0.849845211421532 -2.3456007545855 0.0189964435223606 0.560851358167956
AGFG1 122.339305062522 2.51642937118446 1.23576953043738 2.03632579474088 0.0417176512981439 0.683542291087811
AGGF1 62.5669626590677 0.3578562525088 0.56187146069391 0.636900568088738 0.524189612715997 0.985864691629559
AGK 328.23740069338 -0.016615788232637 0.264506006427711 -0.0628181887324287 0.949911281959531 0.993322888964188
AGL 35.5923938551443 0.190806621095855 1.20933344799409 0.157778337655626 0.874631468876849 NA
AGO1 61.9809312129957 0.394388191090762 0.530242002949646 0.743789041412878 0.457004110913448 0.979531165002013
AGO2 40.7556828875067 0.0941103269026301 1.16906537491113 0.0805004826268029 0.935839212401553 NA
AGO3 31.8451262986634 -0.275504342624343 1.15185696464505 -0.239182772757937 0.810963860382359 NA
AGO4 13.646947859018 0.598144504790058 1.10911509309429 0.539298859527112 0.589680655652887 NA
AGPAT1 161.830533385836 0.206428770990698 0.540987229641627 0.381577899957907 0.702774479339203 0.989133059435958
AGPAT2 61.7642440089797 0.140823661986398 0.984459453663661 0.143046685632733 0.886253310490145 0.993142392842415
AGPAT3 54.3744655031092 0.765978497457397 0.650164272082218 1.17813071303391 0.238744499505715 0.910164124961529
AGPAT4 48.5771084366385 0.13270922976743 0.545129222778426 0.243445451504205 0.807660337430102 0.989133059435958
AGPAT5 85.8939116955619 0.510183734595364 0.858781273679672 0.594078783773834 0.552459420412296 0.985864691629559
AGPAT6 106.977356966179 -0.0182632604237424 0.392165375906893 -0.046570303106204 0.962855701028105 0.993322888964188
AGPAT9 244.848631918223 0.215599425284095 0.504340887121542 0.427487500596273 0.669024287309306 0.989133059435958
AGPS 303.519582443964 -0.251252066620464 0.358813599744028 -0.700230054824296 0.483783644967516 0.979531165002013
AGRN 609.791846011139 -0.263847734475269 0.636699063684281 -0.414399438485908 0.678581600091744 0.989133059435958
AGTPBP1 36.6191118468866 -0.0697699733123509 0.945349510119172 -0.0738033632699039 0.941166850823979 NA
AHCTF1 335.920386274268 -0.661709238076001 0.522754781241753 -1.26581192907347 0.205580423226628 0.902698441998628
AHCY 415.491629627741 0.290748641037803 0.455197453127898 0.638730816791522 0.522998061505391 0.985864691629559
AHCYL1 184.128057417851 -0.000550522169256334 0.470777853507719 -0.00116938841781628 0.999066963248493 0.999066963248493
AHCYL2 92.2381603122987 -0.0946740642609463 0.505402878094735 -0.187323951572749 0.851406644727722 0.989133059435958
AHDC1 48.3925193162469 0.338784986132877 1.07282508330292 0.315787719177721 0.752163640182892 0.989133059435958
AHI1 24.1919457910251 0.43649082557256 0.782427682029358 0.557867309142804 0.576934996084258 NA
AHNAK 1408.34625907496 0.572372023936975 1.66467001957952 0.343835124802422 0.730970283146197 0.989133059435958
AHNAK2 320.163771538303 0.117500959333344 0.470194529419002 0.249898610004107 0.802665758185306 0.989133059435958
AHR 169.50270453163 -0.514816028441413 0.427698813949538 -1.20368823024642 0.228710103071424 0.910164124961529
AHRR 34.6830553018391 -0.290608372305649 0.794285040582165 -0.365874160355142 0.714458978550591 NA
AHSA1 455.936479134384 -0.580631211469456 0.426077819871495 -1.36273512581475 0.172966003344473 0.875917758283295
AHSA2 149.301177608144 0.568508404788651 1.07012545589002 0.531253977428118 0.595242792872361 0.98655347218636
AIDA 57.6410403439913 -0.0358674347236281 0.564276880548695 -0.063563537617829 0.949317765769244 0.993322888964188
AIF1L 14.5714044124239 1.60927684150378 1.09754126790164 1.46625633911744 0.142578465218891 NA
AIFM1 137.042770815989 0.284287839599217 0.427118893481237 0.66559415642358 0.505670542506306 0.985864691629559
