geneIDs	disper	pval	padj	TEControl	TETreated	log2FC_TE(Treated vs Control)	
RAB28	0.04018041240756554	0.0010787261291074213	0.13617148197464388	4.784047480524192	25.232487048413287	2.3989787999134045
SH3RF1	0.021606157184453877	0.0012428072649407484	0.14950635503381812	112.16919885783545	23.593503878907487	-2.2492149782468775
SLFN5	0.013980301040147941	0.0013746166571823037	0.16315783309649157	75.81377694017505	333.0394386166635	2.1351610867046915
MPRIP	0.02004118865935285	0.0015502387746963997	0.17922370873178378	9.158389601686302	19.297222907955508	1.075227397768685
EML2	0.021271113887312832	0.0015378062185843477	0.17922370873178378	2.693899956511237	1.3216162932117748	-1.0273928964817078
MCAM	0.010794452064137493	0.0015904460330750103	0.18151475110812487	71.41170223920521	138.21923991287747	0.9527260374630808
RLTPR	0.02585235702812176	0.001628100180925185	0.18346009886830375	0.7963139493137582	0.30302798461505287	-1.3938862973960864
CEBPB	0.017415830156274483	0.001662702544559358	0.18501722564584258	122.57258721729015	41.84657802095466	-1.5504548059595624
TMEM158	0.07465144799419302	0.0017189742939136554	0.18891739709159705	90.17623403558804	20.30811836137322	-2.1506906873773888
CTTN	0.02773550257484003	0.0017718549268656014	0.19235429949948274	32.94721850300995	80.89022460403521	1.2958086928455046
FABP6	0.07812050027028279	0.0018828447603261855	0.201940771764141	9.949565077886705	162.88284531422585	4.033057395223379
C15orf40	0.009535809705271342	0.0019259810804058697	0.2041081378306316	0.4574643710633483	0.2809410543382667	-0.7033919225371714
TIMM17B	0.013080796015872663	0.0019971020083592306	0.20915531856957495	3.1686918840750935	1.8215842684841523	-0.7986936450904478
PPIP5K1	0.028133827045194106	0.0020355579061221984	0.2107039125616257	14.24726977591546	53.059715239273814	1.896931452825437
COX4I1	0.02731508161677674	0.002074019843368524	0.21085256112676443	271.20681247438637	1032.0640034321964	1.9280671189838756
ATP5G2	0.017676204325068234	0.002084365915429709	0.21085256112676443	91.11701561425937	221.63220563736533	1.2823751364743083
PRUNE2	0.05148981820833131	0.002180593436548306	0.21331475573794528	81.69454451279796	695.51467146789	3.0897693030406854
PTBP3	0.01767981477900411	0.0021616280254602716	0.21331475573794528	54.69423166626612	160.24418595504886	1.550811421196312
KANSL3	0.0184802475951483	0.0021427795805798455	0.21331475573794528	26.480004232915764	90.74565525621587	1.77692521827358
MATN2	0.04252181869246883	0.0022359771762139324	0.2163550958984394	6.173983960807052	31.24514291974004	2.339358299067862
FBXW11	0.014590729962798372	0.0023742525941168324	0.22726447949277467	59.47088535075872	203.70951007354094	1.7762578747765794
CHRFAM7A	0.7364247856409292	0.002440414674172997	0.23111246201583	0.1659071231168492	0.010210636662680737	-4.022231098483058
NFE2L2	0.009924587861246883	0.0025518881186791242	0.2326909048063442	54.39664043292952	127.49528642152279	1.2288544530712802
QSER1	0.022501312144486512	0.002519687554701666	0.2326909048063442	84.89019245421574	311.15440315818995	1.8739608711340345
RLBP1	0.04020978779602858	0.0025160403883103255	0.2326909048063442	11.790719887840662	103.19326098960715	3.129625048463918
DPP3	0.012468808271467674	0.0025616388082477792	0.2326909048063442	122.96601031680538	51.566328811125686	-1.2537583439710343
OSTC	0.01489057099240652	0.0026031594753443965	0.23407399645975574	362.50983777479826	75.98585481278954	-2.254217364447765
CNNM1	0.04103254527007147	0.0027398081089222703	0.2438977178562605	5.332954002690217	1.3193024187022298	-2.015159578648127
MARCH7	0.03387150609531495	0.0028419040172867893	0.2504814808107624	105.79887811404164	372.61455381712864	1.816359695816283
IZUMO3	0.18764149190153873	0.0028736353992218078	0.2507951208222797	6.280336064686683	145.32711201870364	4.532318304292334
TET3	0.04130541159038631	0.0031890864545187636	0.26045181301033055	9.437211917353132	51.796529765335414	2.4564228392345093
IPPK	0.0177525667704736	0.003188984395973593	0.26045181301033055	1.6316769728607599	0.8919738453526541	-0.8712821587935993
GPT2	0.014165180498679205	0.003082505092537935	0.26045181301033055	25.4079333040967	83.56363478703545	1.7175962164951182
GPC6	0.031185021554014244	0.003175467608191207	0.26045181301033055	67.11169448257006	20.493742777166922	-1.7113806955885265
USP47	0.0170566135160306	0.00306219258481899	0.26045181301033055	3.8209214655296257	6.991751373619993	0.8717332784473939
KIAA1671	0.06152202774898743	0.003040711646624783	0.26045181301033055	10.678130067465371	2.583264941518607	-2.0473915073047495
AGAP2	0.016358193057472607	0.0031610272124691363	0.26045181301033055	0.5367529402545425	0.3093635306198689	-0.794955054554848
MID1	0.01816212304436513	0.0032228230019161197	0.2608142760277936	114.59238344229244	531.2955616722369	2.2130035045471335
CBX5	0.01384604411761298	0.003280401527274379	0.2623833624268072	8.395622528011057	16.315256861803814	0.9585124920971411
MAPK6	0.011044654870585636	0.003330635807035409	0.2623833624268072	6.537975018423788	3.5808885786470674	-0.8685262354908636
AFAP1L1	0.02836879451249546	0.0033293020189653078	0.2623833624268072	9.523954121080212	41.4426404425646	2.121483348679324
PFDN1	0.051058343481582405	0.0033675581840304503	0.26296493819507955	63.582910411765084	425.0828859829827	2.741033216344807
ASPH	0.017306164672101873	0.0033991982331439408	0.2631275014908466	35.66199030523825	72.6956272694538	1.0274813644835739
SLC16A6	0.2030137241071534	0.0034853304127688833	0.265183002858706	2.950573865539118	0.3483878475151763	-3.082229369888015
PRKAB2	0.039076874907860555	0.0034700147937934966	0.265183002858706	6.418488174458929	26.454372878425715	2.043200791188016
GGA1	0.011828252582904862	0.0036338322112634547	0.26541068706174475	48.786451450166474	234.18264847488987	2.2630817289984915
MC1R	0.15672231785653493	0.003565932812593764	0.26541068706174475	0.056998182118652166	0.6089657210702397	3.41737320824192
BACE1	0.017552224032751473	0.0036385411250120514	0.26541068706174475	0.24578902920559825	0.45265515506091103	0.8809918621673125
RFC1	0.010767885714982444	0.0037538490451789475	0.26541068706174475	61.06865016266269	191.49707053476752	1.6488184605148488
C10orf2	0.010623292509410777	0.003683703587937237	0.26541068706174475	12.924981549707054	6.6029147692133074	-0.9689872923111205
SLC15A3	0.22138110576263673	0.0036677299769527494	0.26541068706174475	0.04426951273446745	0.0030426107772316587	-3.8629317985418172
PLK2	0.03063186647268366	0.0037480807155915175	0.26541068706174475	294.75948052699084	3406.881165294296	3.5308415046346013
VDAC3	0.02530584783411712	0.0035457599587586097	0.26541068706174475	39.35006971237275	89.4434392032566	1.1846094709277937
PAM	0.023647485588915943	0.003756655422352262	0.26541068706174475	102.78294430567523	372.4490887352834	1.8574423473377353
SALL1	0.01797079930897623	0.003824176299747739	0.26595951109651855	25.054205458120734	11.591362724670958	-1.1120026013991873
SEMA3C	0.0341193865891657	0.003820840950726767	0.26595951109651855	112.78156773750746	415.79105252197644	1.8823274103242378
SGPL1	0.01667763144301836	0.003928116225087486	0.27107047004440926	24.951554160699548	67.83853622696188	1.442975361065768
GPRC5A	0.025268837146738502	0.003977190464282465	0.2723457654849423	369.0052079973971	2619.3002181438274	2.8274683443563635
PPP4R3B	0.025186147573611567	0.00401109584824999	0.272570803367339	67.33285100657056	358.8952106256463	2.414180213041096
PARD6G	0.027155429638514028	0.004053866030625297	0.2733902682168666	0.39918574501273274	0.8710365132065151	1.1256729940783252
KLRG1	0.1246527374302078	0.004121424855523137	0.27585657190877416	0.2704643957034557	1.9870927594452241	2.8771486272335167
TUBA1A	0.017293572007513486	0.004239119786962231	0.2816167488323715	97.86607115150606	174.82408617015065	0.8370232753540945
CCDC113	0.14376465092417218	0.004437824664550338	0.2839348491478665	1.0685915179947667	0.15632129444072518	-2.773124246823165
RAPGEF6	0.023072487257866092	0.004377141887197844	0.2839348491478665	73.58988934279681	467.39602349253767	2.6670659896770355
PRRX1	0.04180137204126543	0.0045046646605722	0.2839348491478665	135.57236881372214	20.1915919981641	-2.7472366018314442
TXNL1	0.016864512758815235	0.004555481277959239	0.2839348491478665	192.63293803357888	871.9904791507137	2.178457974329139
EMX2	0.08287244853258677	0.004561074301072221	0.2839348491478665	6.232845254457446	93.49688909805539	3.906955563423222
TMEM55B	0.016246687141793	0.0045173392151247604	0.2839348491478665	51.43768068379859	293.64083933809894	2.5131551326595147
PARVB	0.052337891915835925	0.004546254063596988	0.2839348491478665	83.20812961103293	606.4734144824932	2.8656480096622303
CD99	0.011953128549745414	0.00437758132633892	0.2839348491478665	42.332392958885016	96.71335691911442	1.1919531082477803
SCD	0.01978527850178328	0.00435477168513787	0.2839348491478665	32.26315862875555	58.50858916929397	0.8587607423656065
TOP2A	0.04535778861267856	0.004765924169846336	0.29462678444425056	81.02884372807291	206.67283645250134	1.3508413253266305
PCSK7	0.03651483906710619	0.00484828927323544	0.29765152489890956	11.02629895215757	41.41300009884189	1.909135097884247
ZNF575	0.15224837856729223	0.0049253083889754246	0.2982659542765934	6.6020226203758545	0.6425306583973258	-3.3610708822847633
HEPH	0.02640328646488812	0.004925127420529196	0.2982659542765934	41.15549344059586	225.37090597571682	2.4531443645707975
FUK	0.03377797575990825	0.005021625041086386	0.3017433012033984	26.66892606235873	8.172979854009938	-1.7062256463527055
RCN1	0.0168849240413879	0.0050505225656376496	0.3017433012033984	9.862814524344868	17.038759061896155	0.7887489590641072
RBBP4	0.008133963543874573	0.005321011152058075	0.31578427517080654	15.908346096183621	24.84955842752018	0.6434363612217124
GAPDHS	0.31007792374867355	0.005412964160355527	0.31911395334758214	0.005806042375884883	0.036821455720527134	2.6649196574018257
CCDC50	0.02299030555079808	0.005568991975636428	0.32615241162575975	68.5145093489132	171.1441750151497	1.3207307445472427
ACTB	0.006469926872650236	0.005699725856157856	0.3294737634514106	978.1663566844715	1485.7402258340521	0.6030301397908602
TMOD3	0.010681374499836098	0.005689273576112597	0.3294737634514106	52.18219101281959	114.24845338219369	1.1305452091326922
DSE	0.04501365391455656	0.005815152223246023	0.3339773231699103	319.4052302798592	41.855711739531785	-2.9318915219121653
BRAT1	0.0374882945320804	0.00598276629695238	0.3378002863232188	150.20867903794075	1396.8580394375672	3.2171453301848905
SASH1	0.02753356798420216	0.005972118402246096	0.3378002863232188	15.4659975638929	43.40801852191176	1.4888616774047807
YTHDC2	0.01982785899122834	0.005995556643346278	0.3378002863232188	40.31188281416341	138.39015007132667	1.7794641900542132
DPP7	0.01503171142702977	0.006076212999725494	0.3401914976324299	221.06127936796494	64.90120728118755	-1.768129127478507
ICAM1	0.04133526139940654	0.00629028921460939	0.34487970163141146	91.55623208086799	7.479831863774405	-3.6135803454132245
COTL1	0.024645379238551434	0.00631491702605258	0.34487970163141146	25.20456961574337	51.497972639092865	1.030830318100655
ALG1	0.010301566537242459	0.006282937268924149	0.34487970163141146	1.1357891167403051	0.7197779273830621	-0.6580712263208294
GNAS	0.017501451559336977	0.006308197624448342	0.34487970163141146	139.71463724365583	264.2639381312927	0.9194963929770763
SKA3	0.011055371514941209	0.0063649291065089875	0.34549145674477444	62.46084658288859	199.67009901676948	1.6765942739579671
QPRT	0.15194606441215344	0.00668343306272301	0.34677473763314004	1.9083460176911538	0.264967103241835	-2.8484376224282006
PIGT	0.009677146621598656	0.00673573182186904	0.34677473763314004	73.77514655465244	145.1214153024323	0.9760536442962247
NID1	0.021328827042018474	0.006739163065663134	0.34677473763314004	67.4929235704188	216.73461783090312	1.6831214526176241
PSMB4	0.03340871233824437	0.006466711693268512	0.34677473763314004	250.51539042281973	621.1075148975144	1.309943785161412
TECR	0.02272717412140373	0.006737718221236699	0.34677473763314004	90.3219424314531	218.29623727905033	1.2731388455058372
SETD1B	0.011932089879784885	0.0065149835339943785	0.34677473763314004	56.54042015361986	22.368876601243418	-1.3377898000274744
FAM177A1	0.01090221821867933	0.006556523229446776	0.34677473763314004	13.938288726162499	7.23992218761807	-0.9450073482729189
NDFIP1	0.011258888437849857	0.006674131098613478	0.34677473763314004	71.60429825535496	212.74272842736454	1.5709917241108
GPR107	0.021937883401797083	0.006627986497629856	0.34677473763314004	15.850057564196048	32.21141672238298	1.0230840347727144
ACOT1	0.033979657627368307	0.006969369572397466	0.34685758702965086	32.76028016348738	12.107226616441588	-1.4360792678831884
DHCR24	0.008083102533429861	0.006891918394420937	0.34685758702965086	51.67580082663264	85.50597649847413	0.7265364202180402
MYH7B	0.15530853876960882	0.00697455718695883	0.34685758702965086	0.0595654015129364	0.004101745493282167	-3.860164703603216
LMNB1	0.015256723677170155	0.006898653986723624	0.34685758702965086	102.5151037188176	205.72058791697467	1.0048497017804818
INPPL1	0.03328934891679547	0.0068809939322136415	0.34685758702965086	108.07555716814332	450.61005744459584	2.05983924047388
SH2D3A	0.7440792142353141	0.0068965766910370485	0.34685758702965086	0.15035438093054546	0.016593679685444063	-3.179661157133844
SEC23A	0.012918082336131126	0.007114794897336574	0.3518661343116121	346.4766812487628	3347.0920725337273	3.2720780737968607
NMT1	0.018303767664210265	0.007185824146003994	0.35341550578855	37.3030581507819	75.5426079119484	1.017996680679376
SLC38A6	0.02164548550811737	0.007306945205685755	0.357397946269311	22.129801241539788	8.13332124854771	-1.4440739901947572
C15orf52	0.024779755295991347	0.007629804456430023	0.363211333000749	5.530925107621824	10.79414149156213	0.964655791399859
DNLZ	0.015430214711462465	0.007605992335214529	0.363211333000749	30.096742068248407	13.795301837360626	-1.1254303028418042
ATXN1L	0.016016557607033445	0.007607057574389953	0.363211333000749	7.9581613364339665	3.6836495918338525	-1.1112993159994908
RNASEH2A	0.019001558440348093	0.007559251302460601	0.363211333000749	256.2633360577431	2165.3976740484186	3.0789330092312053
RNF31	0.012254109386146302	0.007557866956445336	0.363211333000749	84.01536083549678	483.1319222328165	2.523692149549502
FEM1C	0.013810289461706725	0.0076790389419256755	0.36361066309054446	92.36676928769884	878.2955558494904	3.249260690819943
NFASC	0.017624703433685208	0.007859180246951647	0.36438761749147686	47.10869690441941	152.65689525025013	1.6962274244663949
EYA4	0.024907924087673342	0.007851346747070442	0.36438761749147686	29.802825435947014	9.577535888328676	-1.637722679115626
EMILIN1	0.09665521835064067	0.007836189337870003	0.36438761749147686	13.87947213190501	3.6116918773086444	-1.9422059767953752
PIK3IP1	0.13397239445262424	0.007757273855958147	0.36438761749147686	1.0997737721945045	8.20103029000263	2.898598379733761
TBC1D22A	0.013742855306505933	0.008091421502595675	0.3716488494937745	418.3864377965026	63.68845809512597	-2.7157322369813697
SLC39A6	0.01735447920775733	0.00809928968791196	0.3716488494937745	52.4579216643643	117.94933762823645	1.1689347612437908
ZCCHC3	0.01434969542557332	0.00826132150853598	0.3752157350458535	26.521866271154494	12.84865163147049	-1.0455653300633836
UBC	0.041724285532638315	0.008258018183308402	0.3752157350458535	269.2944723954247	621.3864787458655	1.20630623199545
FADS1	0.022999553589392617	0.008478779364682443	0.3792869040422267	24.26187641808185	46.50146584023872	0.9385850611440825
SYTL4	0.03682381202846428	0.008455186249289648	0.3792869040422267	0.8632590743175326	2.004935654393406	1.2156904366993015
RAB15	0.1393805597589429	0.008453627157708032	0.3792869040422267	0.07766366323422753	0.4359015574804358	2.4886906955617265
VAPB	0.01867822636230408	0.008556087104430232	0.3808314370181896	17.18048088332795	37.25878128512279	1.1168100670496797
KIAA1549	0.08951901641574479	0.008668958837088181	0.3820969016386695	49.96878764497976	9.78901555687504	-2.351791529454745
PCDHA5	0.04193757686597768	0.008701995062036172	0.3820969016386695	7.37409978163012	32.4387616894067	2.1371799041550807
NT5E	0.009028520011774734	0.008728558938193909	0.3820969016386695	91.84726154385888	158.41247426596829	0.7863773329349497
DOK1	0.15320401868374256	0.008756208485091954	0.3820969016386695	0.9297920075224011	16.696962827115172	4.166533865986788
RCAN1	0.0729702691121541	0.008862396849916632	0.38297600367940704	64.25147635485268	237.15669852068518	1.884039108398218
CHN1	0.027297742446259952	0.008833570415023084	0.38297600367940704	9.226611932557455	31.657547016849698	1.778676588743179
MDM2	0.012151623350188021	0.009020520548201238	0.3879259609666059	10.505170227360377	19.68828330281857	0.9062377827432266
TMEM263	0.028523603358846458	0.009247381789062925	0.39031389783341586	111.56793028319875	28.575996817046935	-1.9650466603469363
PRDM4	0.013658365047164762	0.009251430290142748	0.39031389783341586	12.394233554583488	28.770626656879074	1.214927585403967
TIPARP	0.04086839082352109	0.009157356193499777	0.39031389783341586	42.322168590668944	205.67821022922845	2.2809035030480453
AP5B1	0.03362048797285112	0.009232278661187032	0.39031389783341586	68.08398832538148	24.069372228787156	-1.5001170375405941
ITGA6	0.009787475780960963	0.009373937142279742	0.3926279704827546	49.58491240379314	80.1635336368108	0.6930448973661196
ICE1	0.014116708021573	0.009394490868661731	0.3926279704827546	52.02799133632869	119.13435680559095	1.1952296129235194
EEF2K	0.01755543938485189	0.009445549440962209	0.39291720151142795	13.1934532320747	6.802853343096029	-0.955610329841039
INMT	0.17504986660876193	0.009514606259326208	0.39394895311870654	0.11767244081691611	0.9587061905427348	3.026312270987067
CSRP2	0.03228509353925603	0.00956147448376754	0.3940566937708271	49.14089897418425	124.40422648846003	1.3400393447414345
SLBP	0.012523987574059788	0.009630447599515701	0.3950702512944183	26.287350069550946	53.54309797591107	1.026331898442053
FBLIM1	0.019961706122029934	0.01010349350422135	0.3956490537469403	4.908374612496831	9.149607301891738	0.8984644634733914
ZNFX1	0.017156907127227835	0.010247988368642269	0.3956490537469403	58.699609070416805	30.47605538217401	-0.9456747131912495
ARMCX6	0.04517193822180228	0.009843972391436417	0.3956490537469403	25.04836637238603	6.797817688616511	-1.8815729397420986
GRPEL2	0.0415498257156476	0.010005909933070156	0.3956490537469403	71.9953421413256	716.0764053042734	3.314138054040214
TACC3	0.021901191970798525	0.010266786274493733	0.3956490537469403	59.84949344557251	128.97656568526162	1.107698018261285
DAB2	0.022676535952000868	0.010162571810580112	0.3956490537469403	69.60765982190792	320.4350994490082	2.2027142065349246
USPL1	0.02147274553094603	0.00989893278914944	0.3956490537469403	25.448135448305067	239.92906789202306	3.23697609274147
SLIT2	0.05285713953704123	0.010241056620072131	0.3956490537469403	63.11297659343572	574.5871611310121	3.1865171850701755
STK24	0.013768415015591383	0.010157880276177367	0.3956490537469403	24.44834546203179	46.70946265594795	0.9339780142003953
PRPSAP1	0.01760979173198566	0.010050234085771548	0.3956490537469403	55.80985598335249	176.75151218148028	1.6631307292847515
BCAR1	0.013285576415494937	0.00973727579901107	0.3956490537469403	271.63762378252625	2420.1964862937225	3.155368956756675
COLGALT1	0.010338204664963293	0.009801847634683614	0.3956490537469403	72.7357850825913	184.79646223274054	1.345199906321347
RAI14	0.016196983037782182	0.010056961378727358	0.3956490537469403	71.04465848934706	148.421117125763	1.062898281703732
INTS5	0.01595525549962312	0.009976061789905066	0.3956490537469403	47.19626632828581	22.45469463239554	-1.0716556306163074
ABLIM3	0.02174144057477664	0.010383591894018052	0.39618720815894964	7.8708199632694456	18.856007525867973	1.2604383943072697
PNPLA3	0.024592165495940642	0.010365949351437642	0.39618720815894964	14.096537935097558	33.84943055698858	1.263790678988233
CHST11	0.032791168822424624	0.010414267210648642	0.39618720815894964	73.33601411626134	21.75176020044566	-1.7533897045485585
MCOLN1	0.029278391042566188	0.010539240412735018	0.3975437209922336	99.67263045914734	26.249600901503555	-1.9249019148681992
ASRGL1	0.11383497910010218	0.010498490479728284	0.3975437209922336	2.3440757683665607	8.911574972387964	1.9266612233491895
NUAK1	0.03978115398696271	0.010652221003655815	0.40011000579976397	6.93291999260026	35.9118662712933	2.372925612342462
